id,text
BALDY BOYD STATE FARM INS. AGENCY,"BALDY BOYD STATE FARM INS. AGENCY INC."" CORPORATION FL 37924 PACO AVE DADE CITY  33525 FL 37924 PASCO AVE. DADE CITY 33525 P07000005992 N"
BALLET WHISPERS CO.,BALLET WHISPERS CO. CORPORATION FL 5124 ALCOTT LN. AVE MARIE 34142  FL 5124 ALCOTT LN. AVE MARIE 34142 F20000003488 N 
BANKRUPTCY DIY,BANKRUPTCY DIY LLC IN 5901 E. 38TH STREET INDIANAPOLIS 46218  IN 5901 E. 38TH STREET INDIANAPOLIS 46218 2011071100179 N 
"BANKSTON TRUCKING LIMITED LIABILITY COMPANY LLC,CORPORATION,OH,,,,,,SPRING VALLEY,,4235465,N,,,,,,
BARBER ON THE SPOT CONCIERGE SERVICES LLC","BANKSTON TRUCKING LIMITED LIABILITY COMPANY LLC,CORPORATION,OH,,,,,,SPRING VALLEY,,4235465,N,,,,,,
BARBER ON THE SPOT CONCIERGE SERVICES LLC CORPORATION OH       PLAIN CITY  2272653 N "
BARBIES DOLL'S,"BARBIES DOLL'S ESCORT AND MODELING SERVICE"" CORPORATION PA         902966 "
BARNESVILLE CHAMBER OF COMMERCE,BARNESVILLE CHAMBER OF COMMERCE NONPROFIT OH     OH  BARNESVILLE  165671 N 
BARNEY BARKER OIL CO.,"BARNEY BARKER OIL CO. INC."" CORPORATION CT     CT 109 STAMM ROAD NEWINGTON 6111 1006518 N"
BASILE'S CLEAR BROOK FARM INCORPORATED,BASILE'S CLEAR BROOK FARM INCORPORATED CORPORATION CT     CT 11 MECHANICSVILLE ROAD BOX 827 GRANBY 6035 221487 N 
BAY AREA NOTARY SERVICES,"BAY AREA NOTARY SERVICES LLC."""" LLC FL 2800 LAKELAND HILLS BLVD LAKELAND  33804 FL 2800 LAKELAND HILLS BLVD UNIT 91084 LAKELAND 33804 L20000038546 N"
BB'S TRUCKING  LLC INCORPORATED,BB'S TRUCKING  LLC INCORPORATED CORPORATION OH     OH  COLUMBUS  4491760 N 
BBA FORTY WEST PARTNERS,"BBA FORTY WEST PARTNERS LLC"""" LLC MO 1001 HIGHLAND PLAZA DRIVE WEST, SUITE 150 ST. LOUIS  63110     LC0738697 "
BBSEE LLC,"BBSEE LLC LLC MO 221 BOLIVAR STREET, STE. 101 JEFFERSON CITY 65101      LC0878908  "
BCI BUCKEYE CONSTRUCTION,"BCI BUCKEYE CONSTRUCTION INC."" CORPORATION OH     OH  NEW CARLISLE  1943338 N"
BE ENCOURAGED MINISTRIES INC.,BE ENCOURAGED MINISTRIES INC. NONPROFIT NY 40 CAROL STREET WEST HEMPSTEAD 11552      3605721 N 
BE LIKE PAT,BE LIKE PAT DBA OH       COLUMBUS  4258012 N 
BE MORE BEHAVIORAL THERAPY,BE MORE BEHAVIORAL THERAPY CORPORATION CO 1290 S HONEY WAY DENVER 80224  CO 1290 S HONEY WAY DENVER 80224 20171584962 N 
BE PREPARED FIREARMS TRAINING LTD.,BE PREPARED FIREARMS TRAINING LTD. CORPORATION OH       CLEVELAND HTS  1814653 N 
BEA BLESSED BAKERY,"BEA BLESSED BAKERY LLC"" LLC AR 2201 IZARD ST LITTLE ROCK  72206 AR PO BOX 166467 LITTLE ROCK 72216 811067802 N"
BEAR ON WHEEL LLC,BEAR ON WHEEL LLC LLC FL 9485 TRUMPET VINE LOOP TRINITY 34655  FL 9485 TRUMPET VINE LOOP TRINITY 34655 L18000140345 N 
BEATS & KNOTS. MY CREATIVE PASSION. L.L.C.,BEATS & KNOTS. MY CREATIVE PASSION. L.L.C. LLC FL 738 SEQUOIA TRAIL PATRICK AFB 32925  FL 738 SEQUOIA TRAIL PATRICK AFB 32925 L21000173053 N 
BECAUSE YOU'RE SPECIAL...,"BECAUSE YOU'RE SPECIAL... INC."" CORPORATION PA ATTN THERESA JOHNSON 5803 ADDISON STREET PHILADELPHIA  19143 PA 5803 ADDISON STREET PHILADELPHIA  1033457 "
BECCA'S HOUSE,"BECCA'S HOUSE LLC"""" LLC FL 9097 SW 4TH ST BOCA RATON  33433 FL 9097 SW 4TH ST BOCA RATON 33433 L18000067087 N"
BEE BRAVE BUDDIES CORPORATION,BEE BRAVE BUDDIES CORPORATION NONPROFIT FL 1316 BISCAYA DRIVE SURFSIDE 33154  FL 1316 BISCAYA DRIVE SURFSIDE 33154 N16000000303 N 
BEE MEE DAY & NIGHT CARE CENTER LLC,"BEE MEE DAY & NIGHT CARE CENTER LLC LLC FL 3400 NW 50TH AVE LAUDERDALE LAKES 33319  FL 3400 NW 50TH AVE, A108 A108 LAUDERDALE LAKES 33319 L20000372496 N "
BEE FOR THE DAY,"BEE FOR THE DAY LLC"" CORPORATION OH       SHAKER HTS.  1739554 N"
BEE STREET INVESTMENTS,"BEE STREET INVESTMENTS LLC"" CORPORATION OH       WEST LAFAYETTE  1538922 N"
BEE UNIQUE HAIR BOUTIQUE,BEE UNIQUE HAIR BOUTIQUE CORPORATION PA 17759 BEAVERTOWN ROAD TODD    17759 BEAVERTOWN ROAD TODD  3958073  
BEELIEVE ANTIQUES AND PRIMITIVES,BEELIEVE ANTIQUES AND PRIMITIVES SOLE PROPRIETORSHIP WV           
BEES AND US LLC,BEES AND US LLC LLC MO 17777 CISSY DR DIXON 65459      LC001537571  
BEING APART OF CHANGE,BEING APART OF CHANGE NONPROFIT NY 421 8TH AVE P.O. BOX 257 NEW YORK 10116      3861404 N 
BEL AMI,"BEL AMI LTD."" CORPORATION CO 7402 SOUTH GREELEY HIGHWAY CHEYENNE  82007 WY 7402 SOUTH GREELEY HIGHWAY CHEYENNE 82007 20001249211 N"
BELIEVE IN YOUR DREAMS,BELIEVE IN YOUR DREAMS DBA OH       CASTALIA  4297877 N 
BELIEVE ME ITS YOGURT,BELIEVE ME ITS YOGURT CORPORATION IN 5753 ST JOE ROAD FORT WAYNE 46835  IN 5753 ST JOE ROAD FORT WAYNE 46835 198703-619 N 
BELIEVE STORE,BELIEVE STORE NONPROFIT OH     OH  NEW HOLLAND  2186641 N 
BELLA MUSICA,BELLA MUSICA DBA OH       WEST CARROLLTON  2130802 N 
BELLE ARTI CENTER FOR THE ARTS,"BELLE ARTI CENTER FOR THE ARTS L.L.C."" LLC NY 108-10 72ND ST FOREST HILLS  11375     3263202 N"
BELOVED ELEGANT FASHION BOUTIQUE INC.,BELOVED ELEGANT FASHION BOUTIQUE INC. CORPORATION OH     OH  ELYRIA  2079082 N 
BEMIX,"BEMIX LLC"" LLC FL 2508 CAMRYNS CROSSING PANAMA CITY  32405 FL 2508 CAMRYN'S CROSSING PANAMA CITY 32405 L21000035531 N"
BENDER'S BODY SHOP AND SERVICE STATION,BENDER'S BODY SHOP AND SERVICE STATION CORPORATION PA         2108305  
BERK'S PRO-MED,BERK'S PRO-MED CORPORATION PA         2108609  
BERMUDEZ'S DELIVERY LLC,BERMUDEZ'S DELIVERY LLC LLC FL 1110 BOROWOOD DR NASHVILLE 37217  FL 13132SW 191ST TER MIAMI 33177 L20000284971 N 
BERT'S KIDS,"BERT'S KIDS INC."" THE JAMES & ALBERTA TEAGUE WILLIAMS FAMILY FOUNDATION"" CORPORATION CT     CT 329 BELLEVUE ROAD NEW HAVEN 6511 757506 N"
BEST FRIENDS FUREVER INC.,BEST FRIENDS FUREVER INC. NONPROFIT PA      568 WELLINGTON ROAD HARRISBURG  3956543  
BEST BEFORE AND AFTER LLC,BEST BEFORE AND AFTER LLC CORPORATION OH       FAIRFIELD  2416032 N 
BETANIA - ROMANIAN APOSTOLIC CHURCH (& MISSION),BETANIA - ROMANIAN APOSTOLIC CHURCH (& MISSION) NONPROFIT OR     OR 28277 SE HWY 224 EAGLE CREEK 97022 72622096 N 
BETHEL TEMPLE,"BETHEL TEMPLE INC."""" NONPROFIT OH     OH  PARMA  198609 N"
BETTER CALL SAULS LAWN CARE LLC,BETTER CALL SAULS LAWN CARE LLC LLC FL 7923 OAKVIEW DRIVE PANAMA CITY 32404  FL 7923 OAKVIEW DRIVE PANAMA CITY 32404 L16000159991 N 
BETTER IT NOW,"BETTER IT NOW INC."" CORPORATION NY 128 FRONT STREET MINEOLA  11501     5733117 N"
BETTER THAN BOTH,"BETTER THAN BOTH LLC"" LLC IN 531 HAWTHORN RD, #2 NEW CASTLE  47362 IN 531 HAWTHORN RD NEW CASTLE 47362 202007241408853 N"
BETTER THAN THAT,BETTER THAN THAT DBA OH       COLUMBUS  4232276 N 
BEV ENTERPRISES,"BEV ENTERPRISES LTD."""" CORPORATION OH       TOLEDO  953071 N"
BEV VEILS LLC,BEV VEILS LLC LLC MO 2145 GREEN SLOPE DRIVE P O BOX 440142 ST. LOUIS 63136      LC001551377  
BEWARE AGAINST DRUGS,"BEWARE AGAINST DRUGS INC."" CORPORATION WV 416 HALLTOWN  25423 WV 416 HALLTOWN 25423 144784 N"
BEYCATION CORPORATE HOUSING LLC,"BEYCATION CORPORATE HOUSING LLC LLC GA 2470 CAMELLIA LANE NE, APT. 2304 ATLANTA 30324  GA 1110 HAMMOND DR NE, APT. 780 ATLANTA 30328 19045745 N "
BF CONDOMINIUMS,"BF CONDOMINIUMS LLC"""" LLC MO 138 N, MERAMEC CLAYTON  63105     LC0071192 "
BIG DADDYS LLC,BIG DADDYS LLC LLC CT     CT 611 WASHINGTON AVE NEW HAVEN 6519 944511 N 
BIG E'S SOUL FOOD,"BIG E'S SOUL FOOD LLC"" CORPORATION OH       YELLOW SPRINGS  2260409 N"
BIG HEAD TRUCKING LLC,BIG HEAD TRUCKING LLC LLC FL 10860 NW 18TH CT PLANTATION 33322  FL 660 SW 29TH TERRACE FORT LAUDERDALE 33312 L15000060473 N 
BIG JOE TREE,"BIG JOE TREE LANDSCAPING & CLEANING SERVICE LLC"" LLC VA     VA 12216 SALT CEDAR LN CULPEPER 22701 S3482199 N"
BIG KIDZ FOUNDATION,"BIG KIDZ FOUNDATION INC."" NONPROFIT GA C/O SBM 100 GALLERIA PKWY SE, SUITE 1000 ATLANTA  30339 GA C/O SBM 100 GALLERIA PKWY SE, SUITE 1000 ATLANTA 30339 584466 N"
BIG O TRANSPORTATION,"BIG O TRANSPORTATION LLC"" LLC GA 476 BREAKWATER TERRACE STONEMOUNTAIN  30087 GA 476 BREAKWATER TER STONEMOUNTAIN 30087 14104323 N"
BIG WORLD FLIGHT FOR EDUCATION,BIG WORLD FLIGHT FOR EDUCATION CORPORATION WA 37303 208TH AVE SE AUBURN 98092  WA 37303 208TH AVE SE AUBURN 98092 601282585 N 
BIGWIL LLC,BIGWIL LLC LLC FL 1317 EDGEWATER DR ORLANDO 32804  FL 1317 EDGEWATER DR ORLANDO 32804 L18000098404 N 
BILL'S CLEANING SERVICE,"BILL'S CLEANING SERVICE INC."""" CORPORATION OH     OH  LIMA  984700 N"
BILLIONAIRE ENTERTAINMENT & $ INVESTMENT CORPORATION,BILLIONAIRE ENTERTAINMENT & $ INVESTMENT CORPORATION CORPORATION OH     OH  CLEVELAND  3990471 N 
BILLY'S COOKIN LIKE IT AINT NOTHIN LLC,BILLY'S COOKIN LIKE IT AINT NOTHIN LLC CORPORATION OH       CLEVELAND  4592196 N 
BIOPHARMA C&I INC.,BIOPHARMA C&I INC. CORPORATION NY 1140 AVE OF THE AMERICAS 9TH FLOOR NEW YORK 10036      5263097 N 
BITES & BREWS,BITES & BREWS SOLE PROPRIETORSHIP WV           
BLACK FASHION WORLD FOUNDATION,"BLACK FASHION WORLD FOUNDATION INC."""" NONPROFIT NY C/O CARLA NELSON 700 WEST. 192ND STREET #415 NEW YORK  10040     5675005 N"
BLACK KAT,BLACK KAT PARTNERSHIP PA     PA 227 E LANCASTER AVE ARDMORE  750887  
BLACK KINGS HEALING LLC ,BLACK KINGS HEALING LLC  CORPORATION OH       BARBERTON  4599913 N 
BLACK KNIGHTS INC.,BLACK KNIGHTS INC. NONPROFIT FL 119 VICTORIAN LANE JUPITER 33458  PA 12 FARBER DR. CHALFONT 18914 N25250 N 
BLACK TIE BUSINESS SERVICES LLC,BLACK TIE BUSINESS SERVICES LLC LLC PA      887 MAIN STREET DARBY  3987270  
"BLAKC LLC,LLC,PA,,,,,8010 WOOLSTON AVE,PHILADELPHIA,,7315122,,,,,,,
BLAQ IZ BU'TY HAIR STORE LIMITED LIABILITY COMPANY","BLAKC LLC,LLC,PA,,,,,8010 WOOLSTON AVE,PHILADELPHIA,,7315122,,,,,,,
BLAQ IZ BU'TY HAIR STORE LIMITED LIABILITY COMPANY CORPORATION OH       TOLEDO  4420068 N "
BLESSED AND HIGHLY FAVORED OUTREACH CENTER,BLESSED AND HIGHLY FAVORED OUTREACH CENTER  CORP. NONPROFIT FL 4658 SW 125TH LANE MIRAMAR  33027 FL 4658 SW 125TH LANE MIRAMAR 33027 N16000004601 N
BLESSED BOOKS CREATIONS L.L.C.,BLESSED BOOKS CREATIONS L.L.C. LLC FL 4321 SILVER FALLS DR LAND O LAKES 34639  FL 4321 SILVER FALLS DR LAND O LAKES 34639 L20000087986 N 
BLOW ME DRY HAIR SALON BY DOMINICANS INC,BLOW ME DRY HAIR SALON BY DOMINICANS INC CORPORATION FL 3421 SW 12 CT FORT LAUDEDALE 33312  FL 2724 DAVIE BLVD FORT LAUDEDALE 33312 P14000047170 N 
BLUE BACK & 4TH,"BLUE BACK & 4TH L.L.C."" LLC CT     CT 42 MOUNTAIN FARMS RD. WEST HARTFORD 6117 921965 N"
BLUE POLO INTERACTIVE CORP.,BLUE POLO INTERACTIVE CORP. CORPORATION NY 294 ECKFORD STREET BROOKLYN 11227      3984140 N 
BLUE RIDGE STABLES,"BLUE RIDGE STABLES INC."" CORPORATION VA     VA 11483 CEDAR LN ASHLAND 23005 6070759 N"
BLUEWAY PROMO,"BLUEWAY PROMO LLC"" LLC FL 4747 1ST AVE AUBURNDALE  33823 FL 2103 2ND ST NW WINTER HAVEN 33881 L20000377239 N"
BLY INCORPORATED,BLY INCORPORATED CORPORATION NY 431 HICKS ST #3L BROOKLYN 11201  NY 431 HICKS ST #3L BROOKLYN 11201 2635957 N 
BOATERCHICKS.COM LLC,BOATERCHICKS.COM LLC LLC FL 2129 W TOBAGO CIRCLE FT MYERS 33905  FL 2129 W TOBAGO CIRCLE FT. MYERS 33905 L15000169601 N 
BOB'S KIDS FOUNDATION,BOB'S KIDS FOUNDATION NONPROFIT NY 3 ARDENDALE RD. EAST NORTHPORT 11731      3030027 N 
BODK BANDZ ON DECK KENNELS LLC,BODK BANDZ ON DECK KENNELS LLC CORPORATION OH       COLUMBUS  4626889 N 
BODY U LLC,BODY U LLC LLC IN 1900 HART ST DYER 46311  IN 1900 HART ST DYER 46311 202012091443201 N 
BOLT STORES LIMITED LIABILITY COMPANY,BOLT STORES LIMITED LIABILITY COMPANY CORPORATION OH       CLEVELAND  4381717 N 
BONBON HAIR SALON & SPA,"BONBON HAIR SALON & SPA INC."" CORPORATION NY 571 THIRD AVE NEW YORK  10016 NY 571 THIRD AVE NEW YORK 10016 2229527 N"
BOOKSURPRISES,"BOOKSURPRISES INC."" NONPROFIT NY 38 HILLCREST ROAD MOUNT VERNON  10552     4993043 N"
BOOMCITI LLC,BOOMCITI LLC LLC PA      353 EAST GLENN RD APT 2 HERSHEY  4215114  
BORGMEYER PROPERTIES,"BORGMEYER PROPERTIES LLC"""" LLC MO 100 N. BROADWAY 14TH FLOOR ST. LOUIS  63102     LC0593247 "
BOSTON SCIENTIFIC CORPORATION,BOSTON SCIENTIFIC CORPORATION CORPORATION DE 300 DESCHUTES WAY SW STE 208 MC-CSC1 TUMWATER 98501  MA 300 BOSTON SCIENTIFIC WAY MARLBOROUGH 1752 601050148 N 
BOTTLED TEARS MINISTRIES,"BOTTLED TEARS MINISTRIES INC."""" NONPROFIT FL 1163 FRESHWATER LAKES DRIVE WEST PALM BEACH  33401 FL 1163 FRESHWATER LAKES DRIVE WEST PALM BEACH 33401 N18000012485 N"
BOUCHELLE ISLAND XIX CONDOMINIUM ASSOCIATION,"BOUCHELLE ISLAND XIX CONDOMINIUM ASSOCIATION INC."""" NONPROFIT FL 507-C HERBERT STREET PORT ORANGE  32129 FL 507-C HERBERT STREET PORT ORANGE 32129 N98000004666 N"
BOUNCE TUCKER BOUNCE LLC,BOUNCE TUCKER BOUNCE LLC LLC FL 3509 E 27TH AVE TAMPA 33605  FL 3509 E 27TH AVE TAMPA 33605 L20000395749 N 
BOUT THE SIDES OF IT LIMITED LIABILITY COMPANY,BOUT THE SIDES OF IT LIMITED LIABILITY COMPANY LLC GA 2282 SURREY TRAIL COLLEGE PARK 30349  GA 2282 SURRREY TRAIL ATLANTA 30349 17107243 N 722320
BOWMAN MILLING COMPANY,"BOWMAN MILLING COMPANY INC."""" CORPORATION MO 407 N. KINGSHIGHWAY, STE. 400  CAPE GIRARDEAU  63701     102091 "
BOX 27 ASSOCIATES VOLUNTEER FIRE DEPARTMENT,BOX 27 ASSOCIATES VOLUNTEER FIRE DEPARTMENT NONPROFIT OH     OH  SPRINGFIELD  663681 N 
BOZAD,"BOZAD LLC"" "" LLC MT    59718     C160705 N"
BPER,"BPER L.L.C"" LLC FL 12840 SOUTHWEST 17TH STREET MIAMI  33175 FL 12840 SOUTHWEST 17TH STREET MIAMI 33175 L20000337211 N"
BPER1,"BPER1 INC"" CORPORATION FL 12840 SOUTHWEST 17TH STREET MIAMI  33175 FL 12840 SOUTHWEST 17TH STREET MIAMI 33175 P20000092928 N"
BRAD K PRODUCTIONS LLC (BK PRODUCTIONS LLC),BRAD K PRODUCTIONS LLC (BK PRODUCTIONS LLC) LLC CA       SPRINGFIELD  2239754 N 
BRATVA MOTORCYCLE CLUB INC.,"BRATVA MOTORCYCLE CLUB INC. NONPROFIT NY 445 NEPTUNE AVE., STE 16C BROOKLYN 11235      4442767 N "
BREAD OF THE MIGHTY FOOD BANK,"BREAD OF THE MIGHTY FOOD BANK INC."" NONPROFIT FL 7707 SW 19TH PL GAINESVILLE  32607 FL 325 NW 10 AVE. GAINESVILLE 32601 N19939 N"
BREAK THE ICE,"BREAK THE ICE LLC"" CORPORATION OH       JAMESTOWN  1399424 N"
BREAKFAST WITH A PURPOSE LLC,BREAKFAST WITH A PURPOSE LLC CORPORATION OH       EUCLID  1898184 N 
BREEZY POINT SOLUTIONS LLC,BREEZY POINT SOLUTIONS LLC LLC FL 392 NW BREEZY POINT LOOP PORT ST. LUCIE 34986  FL 402 SHOREVIEW DRIVE PORT ST. LUCIE 34986 L20000087843 N 
BRG MOTIVATIONAL SOLUTIONS,"BRG MOTIVATIONAL SOLUTIONS LLC"""" CORPORATION OH       DAYTON  1791895 N"
BRIARWOOD COMMONS COMMUNITY ASSOCIATION.,BRIARWOOD COMMONS COMMUNITY ASSOCIATION. NONPROFIT PA      3312 SEVENTH STREET WHITEHALL  3843019  
BRICK GUY MASONRY,BRICK GUY MASONRY CORPORATION PA 8551 UPPER HORSE VALLEY RD UPPER STRASBURG    8551 UPPER HORSE VALLEY RD UPPER STRASBURG  3826906  
BRIGHT BEGINNINGS,BRIGHT BEGINNINGS CORPORATION PA      2026 STREET RD BENSALEM  877018  
BRIGHTON AUTO BODY,BRIGHTON AUTO BODY CORPORATION PA      1316 4TH AVE NEW BRIGHTON  2108264  
BRISLIN BROTHERS,BRISLIN BROTHERS CORPORATION PA      294 SCOTT STREET WILKES-BARRE  2108307  
BROOKDALE GREENS SOCIAL CLUB,BROOKDALE GREENS SOCIAL CLUB CORPORATION WA 1911 138TH STREET CT E TACOMA 98445  WA 13702 20TH AVE E TACOMA 98445 601839716 N 
BROOKLYN CHICK PRODUCTIONS LLC,BROOKLYN CHICK PRODUCTIONS LLC LLC NY 1035 THOMPSON DRIVE BAY SHORE 11706      3552120 N 
BROOKLYN'S TEA PARTY THE SWEETEST GIRL'S SWEET TEA,BROOKLYN'S TEA PARTY THE SWEETEST GIRL'S SWEET TEA DBA OH       BEACHWOOD  4227153 N 
BROWN INVESTORS WEALTH MANAGEMENT,"BROWN INVESTORS WEALTH MANAGEMENT LLC"""" LLC GA 3615 LAKE ESTATES WAY ATLANTA  30349 GA 3615 LAKE ESTATES WAY ATLANTA 30349 19166883 N"
BUCKEYE CHEDDAR & CHILI LLC,BUCKEYE CHEDDAR & CHILI LLC CORPORATION OH       FAIRBORN  3859187 N 
BUCKIN WILD RANCH LLC,BUCKIN WILD RANCH LLC LLC FL 6102 PINETREE DR FORT MEADE 33841  FL 6102 PINETREE DR FORT MEADE 33841 L18000118232 N 
BUD'S CLOCK SHOP,BUD'S CLOCK SHOP CORPORATION PA         2111110  
BUD'S FLOOR COVERING,BUD'S FLOOR COVERING CORPORATION PA         2111468  
BUDDIES HEAVY EQUIPMENT REPAIR,"BUDDIES HEAVY EQUIPMENT REPAIR LLC"" LLC MO 120 W. ELVINS BLVD PARK HILLS  63601     LC1129470 "
BUGS OR US OF FLAGLER COUNTY,"BUGS OR US OF FLAGLER COUNTY INC."" CORPORATION FL P.O. BOX 354722 PALM COAST  32135 FL 14-8 UTILITY DR PALM COAST 32137 P06000066091 N"
BUGS OR US TERMITE & PEST CONTROL,"BUGS OR US TERMITE & PEST CONTROL CO."" CORPORATION FL 1301 W BUSCH BLVD TAMPA  33612 FL 1301 W. BUSCH BLVD TAMPA 33612 V52738 N"
BUGS BURGER BUG KILLERS,"BUGS BURGER BUG KILLERS INC."" CORPORATION FL 4373 N BAY RD MIAMI BEACH  33140 FL 1666 79TH ST CSWY 208 NORTH BAY VILLAGE 33141 P03000085495 N"
BULLMAN'S,BULLMAN'S CORPORATION PA      453 NORTHAMPTON STREET EASTON  2108121  
BULLY ME,BULLY ME DBA OH       CLEVELAND  3965429 N 
BUNKY REID ALLSTARS BASKETBALL CLUB,"BUNKY REID ALLSTARS BASKETBALL CLUB INC."" NONPROFIT NY 158 SWALM STREET WESTBURY  11590     2082437 N"
BURCHFIELD ENTERPRISES LLC.,BURCHFIELD ENTERPRISES LLC. LLC WA 7623 TACOMA AVE S TACOMA 98408  WA 7623 TACOMA AVE S TACOMA 98408 604081440 N 
BURGERLAND,BURGERLAND CORPORATION PA      300 CATTELL ST EASTON  2106417  
BURGIEN'S,BURGIEN'S CORPORATION PA      124 W MARKET ST WEST CHESTER  2107393  
BURNS WASHER SHOPS,BURNS WASHER SHOPS CORPORATION PA      40 N 9TH ST READING  2108794  
BURTON UNIFORMS,BURTON UNIFORMS CORPORATION PA      NO 215 SMITHFIELD STREET PITTSBURGH  2110925  
BUS CENTER,BUS CENTER CORPORATION PA         2110598  
BUSHONG BROS.,BUSHONG BROS. CORPORATION PA      PENN GREEN FARM WEST GROVE RD PENN TOWNSHIP  2110814  
BUSTY'S CAFE,BUSTY'S CAFE CORPORATION PA         2108197  
BUSY BEE TAVERN,BUSY BEE TAVERN CORPORATION PA      363 HELEN STREET MCKEES ROCKS  2108170  
BUSY BEE,BUSY BEE CORPORATION PA      263 N NINTH ST PHILADELPHIA  2106862  
BUTANA SPORTS,"BUTANA SPORTS INC."" "" CORPORATION MT    59701 MT 21000 E BROWNS GULCH ROAD BUTTE 59701 D150828 N"
BUTCH'S AUTO SALES & SERVICE,BUTCH'S AUTO SALES & SERVICE CORPORATION PA         2108097  
BUTCH'S TAVERN,BUTCH'S TAVERN CORPORATION PA         2108182  
BUTCHS CAFE,BUTCHS CAFE CORPORATION PA         2108164  
BUTLER CONSTRUCTION COMPANY,BUTLER CONSTRUCTION COMPANY CORPORATION PA      152 NORTH MAIN STREET BUTLER  2108108  
BUTLER RUG-CLEANERS,BUTLER RUG-CLEANERS CORPORATION PA      718 CENTER AVENUE BUTLER  2106891  
BUTTE JUNIOR GOLF FOUNDATION,BUTTE JUNIOR GOLF FOUNDATION NONPROFIT MT   59701      D160143 N 
BY FOUR GROUP LLC,BY FOUR GROUP LLC LLC FL 9734 NW 4TH LN MIAMI 33172  FL 9734 NW 4TH LN MIAMI 33172 L17000245316 N 
BY NICKIE D.,BY NICKIE D. DBA OH       DAYTON  4599816 N 
BY TED,"BY TED INC."""" CORPORATION WA 411 NOOKSACK AVE NOOKSACK  98276 WA 411 NOOKSACK AVE NOOKSACK 98276 601187748 N"
BY THE BOOK ACCOUNTING,"BY THE BOOK ACCOUNTING INC."" CORPORATION WA 3306 48TH ST CT E TACOMA  98443 WA 3306 48TH STREET CT E TACOMA 98443 601967498 N"
BY THE GRACE OF GOD'S BARBERSHOP LLC.,BY THE GRACE OF GOD'S BARBERSHOP LLC. CORPORATION OH       ATHENS  1571513 N 
BY THE SEA ARTS & SEAFOOD FESTIVAL,BY THE SEA ARTS & SEAFOOD FESTIVAL NONPROFIT AK 413 MINKE LP COFFMAN COVE 99918  AK 102 DENALI COFFMAN COVE 99918 10040869 N 
BYS,"BYS INC."""" CORPORATION FL 520 BRICKELL KEY DR, SUITE 1606 MIAMI  33131 FL 1800 SE 10TH AVENUE SUITE 210 FT LAUDERDALE 33316 G00873 N"
C & C CLEANERS,C & C CLEANERS CORPORATION PA      428 17TH ST ARNOLD  2111103  
C & C GARAGE,C & C GARAGE CORPORATION PA      8 DIVISION ST NEW CASTLE  2112618  
C & D ADVERTISING SPECIALTY SERVICE.,C & D ADVERTISING SPECIALTY SERVICE. CORPORATION PA      400 CHESTNUT ST COLUMBIA  2110718  
C & R NETWORKING & CONNECTIONS LLC,C & R NETWORKING & CONNECTIONS LLC CORPORATION OH       CLEVELAND  1593549 N 
C AND D SUPPLY COMPANY,C AND D SUPPLY COMPANY CORPORATION PA         2111279  
C AND H MARKET,C AND H MARKET CORPORATION PA      813 HARRISON ST NEW CASTLE  2112778  
C O M E T INTERNATIONAL L.T.D.,C O M E T INTERNATIONAL L.T.D. CORPORATION OH       CINCINNATI  884545 N 
C P SERVICE,C P SERVICE CORPORATION PA      2045 FORSTER ST HARRISBURG  2112761  
C R S COMMERCIAL REPAIR SERVICE LLC,C R S COMMERCIAL REPAIR SERVICE LLC LLC MT   59901  MT 1001 S MAIN STREET STE 49 KALISPELL 59901 C279350 N 
C,C CORPORATION PA      2061-63 CHELTEN AVE PHILADELPHIA  2109514  
C & C OIL CO,C & C OIL CO CORPORATION PA      3462 KENSINGTON AVE PHILADELPHIA  2111288  
C AUTOMOTIVE INC.,C AUTOMOTIVE INC. CORPORATION FL 4122 INVERRARY BLVD LAUDERHILL 33319  FL 90 VERMONT AVE FORT LAUDERDALE 33312 P21000020234 N 
C BROTHER'S ELECTRIC COMPANY INC.,C BROTHER'S ELECTRIC COMPANY INC. CORPORATION NY 97 RUSTIC RD CENTEREACH 11720  NY 97 RUSTIC RD CENTEREACH 11720 3028198 N 
C CABLE REALTY,"C CABLE REALTY INC."" CORPORATION OR     OR PO BOX 65 INDEPENDENCE 97351 55018486 N"
C DITCH COMPANY,C DITCH COMPANY NONPROFIT CO 39355 DAVIS ROAD CRAWFORD 81415  CO 39355 DAVIS ROAD CRAWFORD 81415 20101274666 N 
C EQUIPMENT,C EQUIPMENT CORPORATION PA     PA 1403 ARNOLD ST PITTSBURGH  2107905  
C ESKAPE FISHING TACKLE,"C ESKAPE FISHING TACKLE INC."" CORPORATION FL 1548 SW 4TH AVENUE BOCA RATON  33432 FL 1940 NW BOCA RATON BLVD. BOCA RATON 33432 P19000028294 N"
C FAMILY,"C FAMILY INC."" CORPORATION PA 282 NEW CASTLE RD BUTLER  16039  948 HERMAN 16039 2097302 "
C FARMS,"C FARMS INC."" CORPORATION VA     VA 2519 RIDGE RD DANVILLE 24540 1436260 N"
C FOOD CORP.,C FOOD CORP. CORPORATION NY 134 WEST HILLS RD OFFICER 11787  NY 134 WEST HILLS RD HUNTINGTON STATION 11746 1219549 N 
